"","to","from","fraction2010","fraction2011","fraction2012","fraction2013","fraction2014","fraction2015","fraction2016","fraction2017","fraction2018","fraction2019","fraction_mean"
"3487","Jordan","Austria",0.000563269673946419,0.000450494952705855,0,0,0.000327648322485489,0,0.000364351880749677,0.000401552935177448,0.000275601712879979,0,0.000238291947794487
"3488","North Macedonia","Austria",0.00874519707899649,0.01225238998175,0.00843184745989074,0.00696200762871207,0.0223174961471913,0.0165223992774266,0.0216330090671125,0.00586920225359142,0.0115456450964905,0.0103773883611279,0.012465658235229
"3489","Saudi Arabia","Austria",0.000346681180400596,0.000292185934898968,0.000208395063948066,0.000392610458165434,0.000283955955857783,0.000440480567088894,0.000502102702405422,0.000441685759846269,0.000260778067163667,0.000250026149108376,0.000341890183888347
"3490","Sudan (former)","Austria",0.000675846560397693,0.0016518291983765,0,0,0,0,0,0,0,0,0.000232767575877419
"3491","United Arab Emirates","Austria",0.00036058034174208,0,0,0,0,0,0.000302521241007825,0,0,0,6.63101582749905e-05
"3492","Saudi Arabia","Belarus",0.00017551593663667,0,0,0,0,0,0,0,0,0,1.7551593663667e-05
"3493","Côte d'Ivoire","Belgium",0.00122848691782594,0,0.000518798606401316,0,0.000883322173052199,0.00119582324974878,0.00105497410222313,0.000607182656695049,0,0,0.000548858770594641
"3494","Cuba","Belgium",0.000338921630009663,0.000295504401941125,0.000184465643507498,0,0.00033824386059852,0.000382000386596256,0,0.000279981431247871,0.000157918099236231,0,0.000197703545313716
"3495","Finland","Belgium",0.045716861745618,0,0.0223074676760913,0.0285230056594266,0.0204145641294285,0.0448420167254986,0,0,0.0146327617630201,0,0.0176436677699083
"3496","Jordan","Belgium",0.000524069158452729,0,0,0,0,0,0,0,0,0,5.24069158452729e-05
"3497","Poland","Belgium",0.0008833681217727,0.000918484530976206,0.00216960434289018,0,0.00100052310630318,0.00086943225937388,0,0.000287328191554438,0,0.000762855061371041,0.000689159561424162
"3498","Saudi Arabia","Belgium",0.000323481915837428,0.000169496410364859,0.000207120781377972,0.000410364187716265,0.00112993962223839,0.000394076240140973,0.000155442542501251,0.000146500425306785,0.000130443199516102,0.000100088438852346,0.000316695376385237
"3499","South Africa","Belgium",0.00100881156689318,0.000218672245973757,0,0,0.000817188773637988,0.000179252308116919,0,0.000146319220479837,0.000211115759065071,0.000273544793885513,0.000285490466805227
"3500","Sudan (former)","Belgium",0.00062967069109424,0.000956735606066351,0,0,0,0,0,0,0,0,0.000158640629716059
"3501","Tunisia","Belgium",0.000202782592612038,0,0,0.00202824886976459,0,0.00181015243858637,0,0,0,0,0.0004041183900963
"3502","United Arab Emirates","Belgium",0.000443559163450206,0,0,0,0,0,0,0,0,0,4.43559163450206e-05
"3503","Yemen","Belgium",0.000376432025379653,0,0,0.00011820164488852,0.000229962039541489,0.000253328960853222,0,0,0,0,9.77924670662884e-05
"3504","Switzerland","Bosnia and Herzegovina",0.00135676429343808,0,0.00175324696385201,0,0,0,0,0,0,0,0.000311001125729009
"3505","Djibouti","Bulgaria",0.449544824485368,0.00955177816751428,0,0,0.0160020268470479,0.115874159615767,0.0306966940146355,0.155410109480587,0,0.00163523294085499,0.0778714825551775
"3506","Ethiopia","Bulgaria",0.14588410197283,0.0584543445685913,0,0.00340664009775233,0.0124929768572986,0.104202915321652,0.06109417655497,0.0683982716341469,0.0680066813735171,0.0375659929492266,0.0559506101329984
"3507","Philippines","Bulgaria",0.0112699244385113,0,0,0.0209071329373623,0.00977551964749659,0,0.00821595814337641,0,0.000261552971960883,0.0516933959406308,0.0102123484079338
"3508","Thailand","Bulgaria",0.000961991301537461,0,0,0.00275966343340384,0,0.000285197527358708,0.000172149139993846,0,0.000194658394498394,0.0169518780059497,0.0021325537802742
"3509","Yemen","Bulgaria",0.000674098487720556,0,0,0,0,0.0113603313945674,0.00894628929397676,0.00079280736800803,0.0110335480471485,0.00336307329333852,0.00361701478847598
"3510","Bahrain","Canada",0.185289185425468,0.273821185502397,0,0,0,0,0,0,0,0.0212589852283288,0.0480369356156193
"3511","Belize","Canada",0.0346277450064811,0.0336977326754638,0.0349256598138108,0.0427033350361407,0,0.0400809404985325,0.0285832481725612,0.056138675786098,0.0563901743415157,0.0280376008552818,0.0355185112185886
"3512","Brazil","Canada",0.0642921831056792,0.00579843721041351,0.00024665262349362,0.079585743786864,0.0639516630504588,0.00329701077219694,0.0219094224279656,0.0231884368319915,0.0248372701372878,0.0183432868371664,0.0305450106783517
"3513","Cameroon","Canada",0.174756680290806,0.118518577200681,0.151508442948501,0.18949647310128,0.271333496583294,0.277884409691029,0.227107065203671,0.146599224048664,0.195011502838556,0.157352286348428,0.190956815825491
"3514","Côte d'Ivoire","Canada",0.0287895397841829,0.0335506714611769,0.0394942183456651,0.0453851187661872,0.0297244913590099,0.047683877611065,0.0352971592477232,0.0360892790681075,0.0248026826152408,0.0335443915139254,0.0354361429772284
"3515","Democratic Republic of the Congo","Canada",0.00364413735239854,0.00536997846377764,0.00677169835856409,0.0018149852180801,0.0390795886250586,0.0727242352772264,0,0.00649760261277123,0,0.00592981595429429,0.0141832041862171
"3516","Djibouti","Canada",0.0174848114936226,0.00572930269424004,0.00496119861593749,0.00224420920741962,0,0,0,0.00676953290845538,0,0,0.00371890549196751
"3517","Ethiopia","Canada",0.0169119303516923,0.0118738249765956,0.0234365766031327,0.00837004921157351,0.0283470891033805,0.0110835339489323,0.010495594466192,0.0252515664219529,0.0156443506604453,0.00941530682739076,0.0160829822571288
"3518","Ghana","Canada",0.801779224314462,0.728518846494034,0.61619689710173,0.742911726958294,0.531175995271312,0.572882445509274,0.603583969705389,0.482157522646277,0.452183851365218,0.528240091528827,0.605963057089482
"3519","Mauritania","Canada",0.00264330593336091,0,0,0.00430696222038952,0.00606968827721872,0.000832771522102972,0,0.00175301964929675,0.000531230185167691,0,0.00161369777875366
"3520","Mozambique","Canada",0.0330257411354222,0.00885122554892375,0.0624198193243074,0.120072377289198,0.286858834517056,0.170264224669487,0.120463749844913,0.11927144096268,0.132076620093477,0.160961338789795,0.121426537217526
"3521","Namibia","Canada",0.277383925928131,0.164471374314385,0.191520659212245,0.0498279034724578,0.0041538586119981,0.0064456603337504,0.0229602678389475,0.00691409847567473,0.074439315837397,0.027952666549386,0.0826069730574371
"3522","Saint Vincent and the Grenadines","Canada",0.0300353756903758,0.0289584667455638,0.0304041343934172,0.0444321627008,0.0485004595898561,0.0333706478852912,0.0232111117335577,0.044467171440658,0.0437829320317673,0.0233574289874306,0.0350519891198718
"3523","Sudan (former)","Canada",0.216035401481411,0.215319290176251,0,0,0,0,0,0,0,0,0.0431354691657662
"3524","Togo","Canada",0.297836781285971,0.320126183379976,0.448048385792295,0.334574038367931,0.455586601114013,0.396227988928144,0.480934549855748,0.231717570821026,0.33948606561203,0.437187350850952,0.374172551600809
"3525","Tonga","Canada",1,0,0,0,0,0,0,0,0,0,0.1
"3526","Uganda","Canada",0.0133258378678336,0.0218541686575977,0.0125227846530303,0.0946758365584406,0.0658795363604874,0.00955367345170317,0.0555253309598391,0.01915190427452,0.0250481458460149,0.0294233124380059,0.0346960531067473
"3527","United Republic of Tanzania","Canada",0.0514044482730015,0.0632303773454549,0.0819833653371623,0.139234487396219,0.117040895207007,0.0636883544743638,0.0746917809771229,0.0858094441689527,0.0952458444723486,0.0513144049072121,0.0823643402558845
"3528","Yemen","Canada",0.00454977444322546,0.00697839920555898,0.00366004837865512,0.00718079939773423,0.00502305109916968,0.00493611089229311,0.00424807856224326,0.00694571892709083,0.008171556575408,0.0114343687923393,0.00631279062737179
"3529","Honduras","Croatia",0.00171288624466327,0.00270256122239135,0,0,0,0,0,0,0,0,0.000441544746705462
"3530","Algeria","Czechia",0.000257560017124091,0.000179733882570487,0.00091652659526345,0.00134350710154068,0.0028102690701542,0.00544210601733805,0.00514742653136354,0.00123990327164445,0.000602168141728808,0.000302749970538782,0.00182419505992665
"3531","Bangladesh","Czechia",0.00106601714132008,0.000434765167764189,0,0,0,8.9242739398177e-05,0,0,0,0,0.000159002504848245
"3532","Brazil","Czechia",0.000160536125374992,0,0,0,0,0,0,0,0,0,1.60536125374992e-05
"3533","Cuba","Czechia",0.00207554054770181,0,0.0132735033419862,0,0.00494825151650947,0.00900862188086078,0.00841018140121376,0.00794595008610525,0.00331087919195983,0.00442960715565775,0.00534025351219948
"3534","Democratic Republic of the Congo","Czechia",0.00742914402499415,0,0,0.00950928972326836,0.0140164807416153,0.00762583533782679,0.0109160702254383,0.00227997036782086,0,0,0.00517767904209638
"3535","Egypt","Czechia",0.000339000863245358,0,0.000132383194809279,0.000101516279106451,0.000255727074699139,0.000528100352161166,0.000776762919568012,0.000210125733382871,8.50473912990917e-05,0.000110137000210913,0.000253880080848228
"3536","Eritrea","Czechia",0.0340681059147587,0.0149925647192568,0.0410530153877096,0.0429145097481086,0.0574386442567211,0,0,0,0,0,0.0190466840026555
"3537","Iran (Islamic Republic of)","Czechia",0.000375417207393308,0,0.00433816937550634,0.0046572832769447,0.0104433534563618,0.00647238589712212,0.00444632577133322,0,0,0.000270451592271615,0.00310033865769331
"3538","Israel","Czechia",0.000807077395052932,0.000742862731077969,0.000453570250616363,0.000433496576963188,0.00170787702492644,0.00134166944884066,0.00154537675762657,0.00115730524660695,0.00196660147656992,0.000435570211185271,0.00105914071194662
"3539","Jordan","Czechia",0.00720012003827076,0.00358339503453211,0,0,0,0.000602806550780329,0,0,0,0,0.00113863216235832
"3540","Kenya","Czechia",0.00170222695127112,0,0,0.000760902636128951,0.00368675591283016,0.00900815551675839,0.0133063043931327,0.00360858625506021,0.00254773126415024,0.00363165257298975,0.00382523155023215
"3541","Libya","Czechia",0.00740054438567168,0.0008004444314259,0.00242185581457625,0.00418206081436563,0.00301770003840291,0.00355878616326045,0.00369987132686728,0.00164013357915821,0.000928874072056031,0.000730606099499828,0.00283808767252842
"3542","Morocco","Czechia",0.000740627044697465,0.000604930567231547,6.56585983226785e-05,0.00323174451939688,0.00603616780181816,0.00732727638372408,0.00178670237540659,0.00266060435609209,4.64886167067477e-05,0.000794017945925472,0.00232942182093217
"3543","Mozambique","Czechia",0.00658448754653099,0.00230449133105952,0.00257149841407173,0.00539903849456165,0.00355552133403545,0.00116895843535157,0.0109851189006524,0.0118125431027156,0.00493142046665365,0.00410924033821812,0.00534223183638507
"3544","Nigeria","Czechia",0.000431069095399077,0.00026450913287017,0.00126909964810186,0.000616550367733605,0.00104521907405347,0.00482181642091274,0.00284347682016883,0.00400773297095975,0.00223697991805086,0.00014725755150307,0.00176837109997534
"3545","Oman","Czechia",0.00712699252394879,0,0,0,0,0.015265712728779,0.0156209450439895,0,0,0,0.00380136502967173
"3546","Saudi Arabia","Czechia",0.00444068786198578,0.0027959691096542,0.00348775649372018,0.00716895325016977,0.00882399328436703,0.00989026821156884,0.015684851129335,0.0136577142516392,0.00797504376562674,0.00559039528911407,0.00795156326471808
"3547","South Africa","Czechia",0.0138584042926456,0.00346599671366984,0.000877586603505133,0.00140287615011344,0.00819338181525221,0.0078047410159531,0.00315696101926032,0.0138732929936507,0.0145216794117768,0.0119618564876386,0.00791167765034657
"3548","Sudan (former)","Czechia",0.00864775448509763,0.0152189444563014,0,0,0,0,0,0,0,0,0.00238666989413991
"3549","Tunisia","Czechia",0.000394929833586358,0.000373521119394976,0.00034982061757673,0.000258009511858288,0.000638478116530828,0.00101560378424797,0.0011637882913689,0.00100139840043227,0.000338595111910493,0,0.00055341447869068
"3550","Turkey","Czechia",0.000797562574847855,0.000852455993345592,0,0,6.35236870752722e-05,9.58645682593372e-05,0.00308902021017757,0.000943218973875127,0,6.02132495766595e-05,0.000590185925715742
"3551","United Arab Emirates","Czechia",0.00421795460653379,0,0,0,0.0016483044120457,0.000607961814748404,0.00533501545492493,0,0,0.00119551390616102,0.00130047501944139
"3552","United Republic of Tanzania","Czechia",0.00327924180571189,0,0,0.00119654147376117,0.00446316163681033,0.00124745348889192,0.0169797964580972,0.00811741309949876,0.00175102962257208,0.00483154313558229,0.00418661807209257
"3553","Yemen","Czechia",0.0014467502816715,0,0.000364321472937545,0.000817249448665832,0.00390498706770706,0.00674802504390005,0.00576333238875201,0.000581491482200496,0,0,0.00196261571858345
"3554","Zimbabwe","Czechia",0.00361721975730722,0,0,0.00149543145089065,0.00292824783666463,0.00359156727231225,0.00117239758357838,0.0016545542184132,0.00960864927663542,0.00902608721205582,0.00330941546078576
"3555","Algeria","Denmark",0.00245066550680773,0.000634356926265486,0.000595675898369196,0.000404982700521314,0.000580390339033096,0.00167474049103068,0.00158463347784095,0.000293181092106593,3.08209525882392e-05,0.000867671436359593,0.000911711882092288
"3556","Bangladesh","Denmark",0.000426115770274783,0.000120540367472293,0,0,0,0.00716130511906013,0,0,0,0,0.000770796125680721
"3557","Cameroon","Denmark",0.00358522097358312,0,0.000678840053356576,0.000994647278089884,0,0.00236337052481612,0.00211544662926008,0,0,0.000524178087379028,0.00102617035464848
"3558","Côte d'Ivoire","Denmark",0.00433087455874591,0.00101731290379722,0.000688224682873084,0,0,0.00288106385280325,0.00315830025732673,0.000724695647651955,0,0.0011701815723027,0.00139706534755009
"3559","Cuba","Denmark",0.00158191581331475,0.000342000699837901,0.000244817038306119,0,0.000490925544035852,0.0010885694514742,0.000945936198692552,0.000492640490145198,0.000166310038072753,0.000519507987367221,0.000587262326124654
"3560","Democratic Republic of the Congo","Denmark",0.00623401753550959,0,0,0.00162039617610514,0.00136802097150838,0.00133585751290696,0.00185265005453335,0,0,0,0.00124109422505634
"3561","Egypt","Denmark",0.00062791925756925,5.18574685776287e-05,5.0353712084623e-05,0,6.55003510476042e-05,0.000297038257117125,0.00014868551183538,2.03194766161534e-05,0,4.76806951497312e-05,0.00013093547299975
"3562","Eritrea","Denmark",0.0154530589280232,0.00415708976543743,0,0,0,0,0,0,0,0,0.00196101486934607
"3563","Greece","Denmark",0.00104574776835507,0,0,0,0,0,0,0.000285466153978074,0.000157530073319876,0,0.000148874399565301
"3564","Iran (Islamic Republic of)","Denmark",0.000169920872002974,0,0.000767693046682985,0.000910697236419855,0.00115481706487564,0.000466335586757444,0.000321065687594473,0,0,0,0.000379052949433337
"3565","Ireland","Denmark",0.0471150966599729,0.0382761812024405,0.0383828401179089,0.0396996528143693,0.0426675987621587,0.0234006500082994,0.0753210477562355,0.0475303175829421,0.0211612490255553,0.00965487741447271,0.0383209511344355
"3566","Israel","Denmark",0.000422309863266201,0.000556318590075948,0,0.00046917273427088,0,0.00017457938336575,0,0,0.000100899271106714,0.000278219670180301,0.000200149951226579
"3567","Jordan","Denmark",0.00326439635380648,0.000992728021960605,0,0,0,0,0,0,0,0,0.000425712437576708
"3568","Kenya","Denmark",0.00477049019072194,0,0,0,0.000403834841529626,0.000873109237581386,0.000998156827897813,0.000146949657961687,0.000133789978428551,0.000477768106125881,0.000780409884024688
"3569","Latvia","Denmark",0.0236386084710202,0,0.0237169549006218,0.0137569587092531,0.0220605442886495,0,0.00496542779335391,0,0,0.00294297307204811,0.00910814672349466
"3570","Libya","Denmark",0.0043116350914237,0.000409486483111173,0.000543180423808097,0.000564342876089499,0.000392527312764876,0.000287274757233359,0,0.000570336185869058,0,0.000245751820754962,0.000732453495105472
"3571","Mauritania","Denmark",0.00420446745727411,0,0,0,0.00110010318356356,0.00207855342826961,0.00184925569761381,0.000850612601429027,0,0.000975080810342167,0.00110580731784923
"3572","Mauritius","Denmark",0.00204323273823248,0,0,0,0,0,0,0,0,0,0.000204323273823248
"3573","Morocco","Denmark",0.00209847599855964,0.000706016838526159,0.00020841788810972,0.000541194052471003,0.000817165933979371,0.00125697732808758,0.00126639650089371,0.000214050479888209,9.4723761194823e-05,0.000472995988179264,0.000767641476988948
"3574","Mozambique","Denmark",0.00387296274602051,0.000639561724010771,0,0.000743115481476999,0.000540243021363543,0,0.000681922149807669,0.000473009937231133,0,0,0.000695081505991063
"3575","Nigeria","Denmark",0.000415931580687965,0,0.000204023253845255,0.000115206111908125,9.18376847311021e-05,0.000359704459332078,0.000211146801584159,0.000163550608549395,0.000125899676637004,0.000329602253267229,0.000201690243054231
"3576","Oman","Denmark",0.00323275806231859,0,0,0,0,0.000995195985311372,0.000929348474560617,0,0,0,0.000515730252219058
"3577","Philippines","Denmark",0.0204446169183542,0,0,0,0,0.000105172737762385,0.00265290958987276,0,0,0,0.00232026992459893
"3578","Portugal","Denmark",0.0101232232369458,0.00501150337384501,0.00088421418075043,0.00050561560864847,0.00100194145138433,0.00203743920613386,0.00159393466784285,0.00111323498190514,0.00013648090570279,0.000981560365258934,0.00233891479784176
"3579","Republic of Korea","Denmark",0.00676231393484241,0,0,0,0.00415930261534005,0.00939916250643516,0,0,0,0,0.00203207790566176
"3580","Saudi Arabia","Denmark",0.00262239060911373,0.00096938245672183,0.000421934331942321,0.0011178728972577,0.00171289266391882,0.0011091066763378,0.00106271096601249,0.000568922649181311,0.000419829252415507,0.00142882957205129,0.00114338720749528
"3581","Senegal","Denmark",0.00346714586990873,0,0,0,0,0.00174126079743539,0.0015707563591136,0,0,0.000417227782560989,0.00071963908090187
"3582","South Africa","Denmark",0.00634631467373581,0.000963338870117369,0,0,0.00157667015930756,0.00055988879866788,0.000198549315199898,0.000576312450508934,0.000744592443568504,0.00201742685573841,0.00129830935668444
"3583","Sudan (former)","Denmark",0.0039232233831967,0.00422023828339302,0,0,0,0,0,0,0,0,0.000814346166658972
"3584","Thailand","Denmark",0.0150706388155424,0,0,0,0,0.00697544448189238,0.000189371926183543,0,0,0,0.00222354552236183
"3585","Tunisia","Denmark",0.00109160486206992,0.000877520619606431,0.000459894255924156,0.000343154274808119,0.000770446225731698,0.000653484375136026,0.000742673120004376,0.000191480298394927,0.000135746836709656,0.00120067514243324,0.000646668001081854
"3586","Turkey","Denmark",0.000583883262880905,0.000261750008785345,0,0,0.000105750131918356,0.000222108202405258,0.00037537999377963,4.2905152550492e-05,0,0.000354669381820461,0.000194644613414045
"3587","United Arab Emirates","Denmark",0.0022329893673165,0,0,0,0,0,0.000485975081812634,0,0,0,0.000271896444912913
"3588","United Republic of Tanzania","Denmark",0.00242620812201401,0,0,0,0.000631895423392326,0,0.00101682697591139,0.000333814031981937,0,0,0.000440874455329967
"3589","Yemen","Denmark",0.00172082516035434,0,0.000103651078250457,0.000153282626089341,0.000264658800668674,0.000667080355408411,0.000586961612711754,0,0,0,0.000349645963348297
"3590","Algeria","Estonia",0.000111865922809393,0,0.0031120626109522,0.000129382014354705,0.000148058734677071,0.0128623942210346,0.00249022457590599,0.00887251710622646,0,0.00250275861524782,0.00302292638012082
"3591","Belgium","Estonia",0.000453938168024083,0.000371883693342235,0.000242331195832514,0.000114534248012664,0.000586776181412046,0.000585499891360061,0.000835592016902956,0.0013678532618974,0.000139456772613262,0,0.000469786542939722
"3592","Denmark","Estonia",0.00490082907700692,0.00911160203691132,0.055167408800078,0.0194718562238042,0.0287276527188474,0.0330826920219167,0.0189146552604511,0.0190813579188428,0.0184817204149438,0.00474766407241092,0.0211687438545213
"3593","Egypt","Estonia",2.96627175436139e-05,0,0,0,2.38617573490047e-05,4.51004212210501e-05,0,0,2.27281801673478e-05,0,1.21353076281016e-05
"3594","Finland","Estonia",0.166671199146912,0.191985524698044,0.751148290611127,0.133693296881839,0.0454890306335427,0.252698716787924,0,0.582715162812456,0.0827759934393379,0,0.220717721501118
"3595","France","Estonia",0.00347742213685415,0,0.000303052556656303,0,0.000485262097883806,0.00558739427774983,0.000605548649569745,0.000427388468430166,0,0,0.0010886068187144
"3596","Germany","Estonia",0.00252913037074109,0.00370225645905375,0.00223528006956379,0.000736081862795013,0.0054403443914904,0.00221605663597267,0.00692365764784961,0.00119564989007033,0.0017908911385649,0.000142934380751464,0.0026912282846853
"3597","Italy","Estonia",0.000139165798698028,7.3950189188887e-05,0.000475659314041245,0,0.000112716929492617,0.000718776479131487,8.56419356949582e-05,0.000439443012831193,6.68906624499865e-05,0.000584458676310316,0.000269670299783872
"3598","Kenya","Estonia",0.0205157396609197,0,0,0,0.0477820009929494,0.0200608039534819,0.023413310703609,0.000174493069643184,0.000366103247780295,0.000142535719726678,0.011245498734811
"3599","Latvia","Estonia",0.0371410756310141,0.0313319824533815,0.0319575614822425,0.0542094478030486,0.0317331720639731,0.0180605012399621,0.0127691688428048,0.0103733607603475,0.00868743137088072,0.00315317173685784,0.0239416873384513
"3600","Libya","Estonia",0.000281006800486768,0,0.000346636449307394,0,0.000329175548499987,0,0,0,0,0,9.5681879829415e-05
"3601","Lithuania","Estonia",0.00490949803298978,0,0.00225511096290979,0.00751270689819852,0,0.0929542287944973,0,0.0110302004749207,0.0980271544994125,0.00134780817861241,0.0218036707841541
"3602","Morocco","Estonia",0.000122800894515144,0,0.000243226553130408,0,0.000317904386427577,0.00568294414313656,0.00323762152619029,0.00395178125719101,6.45312979293074e-05,0,0.00136208100585203
"3603","Netherlands","Estonia",0.00177888449344925,0.000472241897009394,0.000364110091981569,0.000812051159646581,0.00183478569349814,0.00373608461773826,0.00130670173497367,0.0119750915054791,0.000506249560546206,0.000408426827069914,0.00231946275813921
"3604","Norway","Estonia",0.000666829447076711,0.000625546667361211,0.0348309741840154,0.0287009453283547,0.0221696628165915,0.0173619074284233,0,0.000595685545042297,0.00198045371944609,0,0.0106932005136311
"3605","Saudi Arabia","Estonia",0.000350580985344204,0.000227944996831708,9.72663744039863e-05,0.000463687661004511,0.0004042799253816,0.00121535558434354,0.00398382193614841,0.00963525708874843,0.00147172831548883,0.0405970992318192,0.00584470220995144
"3606","South Africa","Estonia",0.000427815874455178,0,0,0.000295412543721091,0.000838353405362574,0.000277631887604976,0.000113702662883232,0.000304174973532781,0.00114473121776572,0.000137024990653913,0.000353884755597947
"3607","Spain","Estonia",0.000702082802114546,0.000779045356129991,0.000467537689761575,0.000798624320694894,0.00100451382599739,0.0014924401471065,0.00339218182606718,0.0018133267912459,0.00253468456425132,0.00212810008527814,0.00151125374086474
"3608","Sweden","Estonia",0.028135537213305,0.0219912577218434,0.0189509359183043,0.0811384910706388,0.0300407173953996,0.0531788085458922,0.0148223402114558,0.00227309460371751,0.0515239551627672,0.0697178150663302,0.0371772952909654
"3609","United Kingdom of Great Britain and Northern Ireland","Estonia",0.000219735339604978,0,0.0016138129991952,0.00363781279047972,0.000418140790414108,0.00256582027203221,0.00854245027598578,0.00164981857406491,0.000698960432713227,9.60675762557698e-05,0.00194426190507459
"3610","United Republic of Tanzania","Estonia",0.000988272095774745,0,0,0,0,0.0194509678163536,0.000667016723213405,0,0,0,0.00211062566353417
"3611","Yemen","Estonia",0.000275319096566251,0,0,0,0.000157223386739274,0.000143542702462469,0.000292198052128131,0,0,0,8.68283237896125e-05
"3612","Belgium","Finland",0.000414859588766094,0.000580361353788507,0.000175485442541861,0,0.000231532001186647,0.00055180579445078,0.000397948210987217,0.000190581558160017,0,7.73642101856532e-05,0.000261993816006678
"3613","Denmark","Finland",0.0236364427841529,0.0322426875486602,0.0223474183285497,0.0358929370207687,0.0371230555540271,0.00246832315851167,0,0,0.0037727381442042,0,0.0157483602538874
"3614","France","Finland",0.000574487557194542,0,0,0,0,0.000801250713091671,0,0,0,0,0.000137573827028621
"3615","Germany","Finland",0.00307592736377143,0.00595314360202389,0.00138569214577697,0.000619709883697966,0.00163052119241044,0.00302317883033949,0.000994821224485686,8.57834252209672e-05,0,4.96975526802786e-05,0.00168184752204071
"3616","Ireland","Finland",0.00465864585551185,0,0.00279011603110907,0.00228018105400964,0,0.00030944066132493,0,0.00231090782481839,0.00264260546121073,0,0.00149918968879846
"3617","Italy","Finland",0.000613026415976421,0.0015046906867418,0.00138067645439552,0.000494262622637354,4.55074252813008e-05,7.79695661331933e-05,0,0,0,0.000464505180155958,0.000458063835132154
"3618","Latvia","Finland",0.0100567397315569,0,0,0,0,0,0,0,0,0,0.00100567397315569
"3619","Libya","Finland",0.00031639835295408,0,0,0,0,0,0,0,0,0,3.16398352954081e-05
"3620","Morocco","Finland",0.00108418616710716,0,0.00332820244832874,0,0.000126537324774859,0.000169525630107861,0.00388027348785192,0,0,0.00404393382754243,0.0012632658885713
"3621","Netherlands","Finland",0.000779417141333802,0.000395543952785344,0.000215097215077263,0.000190348003444375,0.00130366961932016,0.00310077167457604,0.00354876434873212,0.00139681457179974,0.000459826668482428,0.00104609317757255,0.00124363463731238
"3622","Norway","Finland",0.00170074797153066,0.0111072306609604,0.0190012875429155,0.0211561850344301,0.0134082107379572,0.0124402956377071,0,0.00961357111772154,0,0.000409376353123088,0.00888369050563455
"3623","Portugal","Finland",0.000410484553347055,0.000371810311563407,0.000150242101876083,0,0.000363812012610944,0.00254271785198094,0.00332552367771775,0,0,0.0011220991086164,0.000828668961771258
"3624","Saudi Arabia","Finland",0.000220956232995519,0.00677102744649215,5.6084492973803e-05,0,0.000176086435483853,0.008427316944967,0.000397715656090893,0.00694805933401521,0,0,0.00229972465430184
"3625","South Africa","Finland",0.000514026510584271,0.000211221386188945,0,0.0149827560203798,0,0.000184457235874858,0,0.000134304607995562,0,0,0.00160267657610235
"3626","Spain","Finland",0.00344612563860262,0.00361520463980518,0.00158170738347298,0.00165685937322505,0.00489160638173482,0.00533402574026417,0.00421850728832875,8.00592781444061e-05,0,0,0.0024824095723578
"3627","Sudan (former)","Finland",0.000319668418250856,0.000926826150106379,0,0,0,0,0,0,0,0,0.000124649456835724
"3628","Sweden","Finland",0.0534688565280619,0.0024124525060028,0.00721459619716742,0.0111684172352751,0.0380073824154286,0.13084742336597,0,0.039412549779973,0,0.00646177932792688,0.0288993457355805
"3629","Tunisia","Finland",0.000192298554128284,0.000266857395002129,0.000106222454474154,0,0.000350977027983829,0.000178565708877162,0,0,0,0,0.000109492114046556
"3630","United Kingdom of Great Britain and Northern Ireland","Finland",0.00668452259768676,0.00133782759869375,0.00775154882623663,0.0122476666588044,0.00103730029242286,0.00762689553499467,0.00359899731554198,0.00628109307112329,0.00857247362816001,0,0.00551383255236644
"3631","Armenia","France",0.00877527128250092,0,0,0,0,0,0,0,0,0,0.000877527128250093
"3632","Bangladesh","France",0.00077075345585215,0.000419509807811723,0,0,0,0.0558688953875131,0,0,0,0,0.0057059158651177
"3633","Benin","France",0.264391223975625,0.950050904364959,0.621761593233343,0.121314497032989,0,0,0,0,0,0,0.195751821860692
"3634","Democratic Republic of the Congo","France",0.564135579642806,0.610307894208439,0.465671815952432,0.468618463369398,0.118017683320904,0.24973621185072,0.303368680841257,0.0470864883493871,0.0940219043864691,0.0929516417180933,0.301391636363991
"3635","Eritrea","France",0.0280541481807853,0.01445831827253,0.0271021415241342,0.0263007713223868,0.0178513010242379,0,0,0,0,0,0.0113766680324074
"3636","Guinea","France",0.756713780360293,0.809276273256033,0.700286441412101,0.293661915817675,0.587079408402036,0.132494425677993,0.037605722301646,0.0180525495499905,0.0126220390869452,0.0410082324683261,0.338880078833304
"3637","Mauritius","France",0.443428184754152,0.348250893782392,0.272532736591968,0.291764413924118,0.394324408878794,0.346319397881643,0.398040143016881,0.32186152991927,0.508820506342244,0.394122756697483,0.371946497178894
"3638","Mozambique","France",0.00548631170497097,0.00222788275222489,0.00170299827439674,0.00311480588929915,0.00112346232408081,0,0.00148204710780341,0.00206543053883202,0.00233612909844291,0.00189568000398816,0.00214347476940391
"3639","Palestine","France",0.521805654016598,0,0,0,0,0,0,0,0,0,0.0521805654016598
"3640","Sudan (former)","France",0.00712160423270196,0.0146774172956506,0,0,0,0,0,0,0,0,0.00217990215283525
"3641","Togo","France",0.466495938522633,0.657205947853317,0.528712775455303,0.641165796783311,0.488819959112675,0.587470368181414,0.509082826090829,0.263651698246446,0.0697617767804046,0.215882738004347,0.442824982503068
